,u,i,name,ts,label,cat,subcat,state,idx,cat_subcat
5561,1619,1884,Taco Bell,2487,15.72,Restaurants,QSR,Oklahoma,23735,Restaurants - QSR
5562,914,1846,Pizza Hut,2487,35.57,Restaurants,QSR,Maryland,13930,Restaurants - QSR
5563,40,1872,ShopRite,2487,12.32,Grocers,Supermarkets,Pennsylvania,542,Grocers - Supermarkets
5564,756,1836,Olive Garden,2487,57.23,Restaurants,Casual Dining,Indiana,11784,Restaurants - Casual Dining
5565,1252,1733,AutoZone,2487,104.38,Autos,Auto Parts & Services,Washington,18748,Autos - Auto Parts & Services
5566,1362,1837,Outback Steakhouse,2487,61.51,Restaurants,Casual Dining,Indiana,20502,Restaurants - Casual Dining
5567,1339,1884,Taco Bell,2487,3.79,Restaurants,QSR,Ohio,20017,Restaurants - QSR
5568,627,1838,Panda Express,2487,4.19,Restaurants,Fast Casual,Hawaii,9783,Restaurants - Fast Casual
5569,1145,1840,Papa John's,2487,25.0,Restaurants,QSR,Missouri,17374,Restaurants - QSR
5570,146,1846,Pizza Hut,2487,34.76,Restaurants,QSR,Nevada,2276,Restaurants - QSR
5571,146,1724,Albertsons,2487,196.88,Grocers,Supermarkets,Nevada,2272,Grocers - Supermarkets
5572,240,1733,AutoZone,2487,61.71,Autos,Auto Parts & Services,California,3577,Autos - Auto Parts & Services
5573,1148,1839,Panera Bread,2487,24.74,Restaurants,Fast Casual,North Carolina,17399,Restaurants - Fast Casual
5574,397,1787,Fry's,2487,64.4,Grocers,Supermarkets,Arizona,6077,Grocers - Supermarkets
5575,1145,1838,Panda Express,2487,10.0,Restaurants,Fast Casual,Missouri,17369,Restaurants - Fast Casual
5576,1180,1787,Fry's,2487,37.33,Grocers,Supermarkets,Arizona,17762,Grocers - Supermarkets
5577,871,1724,Albertsons,2487,14.98,Grocers,Supermarkets,Texas,13232,Grocers - Supermarkets
5578,525,1813,Life Time Fitness,2487,15.0,Fitness,Gyms,Illinois,8283,Fitness - Gyms
5579,537,1883,TGI Fridays,2487,44.0,Restaurants,Casual Dining,Pennsylvania,8413,Restaurants - Casual Dining
5580,534,1907,Whole Foods Market,2487,8.19,Grocers,Supermarkets,Pennsylvania,8392,Grocers - Supermarkets
5581,38,1894,Trader Joe's,2487,268.31,Grocers,Supermarkets,Florida,489,Grocers - Supermarkets
5582,532,1884,Taco Bell,2487,6.73,Restaurants,QSR,California,8372,Restaurants - QSR
5583,1531,1743,Carmike,2487,38.86,Events & Attractions,Movie Theaters,New Hampshire,22569,Events & Attractions - Movie Theaters
5584,332,1894,Trader Joe's,2487,14.94,Grocers,Supermarkets,Virginia,5180,Grocers - Supermarkets
5585,688,1878,Smoothie King,2487,6.95,Restaurants,QSR,Florida,10819,Restaurants - QSR
5586,648,1839,Panera Bread,2487,8.97,Restaurants,Fast Casual,Ohio,10175,Restaurants - Fast Casual
5587,511,1787,Fry's,2487,164.24,Grocers,Supermarkets,Arizona,7990,Grocers - Supermarkets
5588,511,1907,Whole Foods Market,2487,141.17,Grocers,Supermarkets,Arizona,8044,Grocers - Supermarkets
5589,228,1749,Chili's,2487,30.0,Restaurants,Casual Dining,Texas,3485,Restaurants - Casual Dining
5590,1082,1733,AutoZone,2487,49.39,Autos,Auto Parts & Services,New Mexico,16548,Autos - Auto Parts & Services
5591,430,1839,Panera Bread,2487,12.3,Restaurants,Fast Casual,North Carolina,6602,Restaurants - Fast Casual
5592,1091,1733,AutoZone,2487,21.64,Autos,Auto Parts & Services,Texas,16663,Autos - Auto Parts & Services
5593,1515,1760,Dairy Queen,2487,6.02,Restaurants,QSR,Kentucky,22301,Restaurants - QSR
5594,728,1907,Whole Foods Market,2487,22.05,Grocers,Supermarkets,Illinois,11230,Grocers - Supermarkets
5595,161,1718,&pizza,2487,13.25,Restaurants,Fast Casual,Maryland,2490,Restaurants - Fast Casual
5596,1222,1844,Pep Boys,2487,82.48,Autos,Auto Parts & Services,Utah,18286,Autos - Auto Parts & Services
5597,1100,1895,Tropical Smoothie,2487,6.48,Restaurants,QSR,Tennessee,16779,Restaurants - QSR
5598,893,1907,Whole Foods Market,2487,33.35,Grocers,Supermarkets,Florida,13557,Grocers - Supermarkets
5599,403,1839,Panera Bread,2487,12.3,Restaurants,Fast Casual,Maryland,6233,Restaurants - Fast Casual
5600,889,1755,Cook Out,2487,5.95,Restaurants,QSR,North Carolina,13484,Restaurants - QSR
5601,1516,1907,Whole Foods Market,2487,54.72,Grocers,Supermarkets,California,22398,Grocers - Supermarkets
5602,1501,1857,Raley's,2487,0.97,Grocers,Supermarkets,California,22141,Grocers - Supermarkets
5603,90,1840,Papa John's,2487,20.0,Restaurants,QSR,Kentucky,1196,Restaurants - QSR
5604,246,1787,Fry's,2487,90.08,Grocers,Supermarkets,Georgia,3799,Grocers - Supermarkets
5605,84,1721,AAA,2487,12.25,Autos,Auto Parts & Services,Montana,1089,Autos - Auto Parts & Services
5606,1035,1894,Trader Joe's,2487,15.41,Grocers,Supermarkets,California,15835,Grocers - Supermarkets
5607,556,1907,Whole Foods Market,2487,43.49,Grocers,Supermarkets,Illinois,8676,Grocers - Supermarkets
5608,844,1884,Taco Bell,2487,18.15,Restaurants,QSR,Alabama,12966,Restaurants - QSR
5609,1019,1838,Panda Express,2487,13.32,Restaurants,Fast Casual,Pennsylvania,15581,Restaurants - Fast Casual
5610,771,1846,Pizza Hut,2487,12.8,Restaurants,QSR,Kentucky,12051,Restaurants - QSR
5611,351,1879,Sonic Drive-In,2487,13.44,Restaurants,QSR,Virginia,5428,Restaurants - QSR
5612,592,1755,Cook Out,2487,7.47,Restaurants,QSR,North Carolina,9318,Restaurants - QSR
5613,1284,1760,Dairy Queen,2487,3.52,Restaurants,QSR,New Jersey,19272,Restaurants - QSR
5614,340,1838,Panda Express,2487,18.93,Restaurants,Fast Casual,Washington,5280,Restaurants - Fast Casual
5615,1350,1897,United Supermarkets,2487,8.81,Grocers,Supermarkets,Texas,20314,Grocers - Supermarkets
5616,804,1760,Dairy Queen,2487,12.03,Restaurants,QSR,Pennsylvania,12404,Restaurants - QSR
5617,1638,1749,Chili's,2487,18.62,Restaurants,Casual Dining,Colorado,23892,Restaurants - Casual Dining
5618,202,1787,Fry's,2487,28.74,Grocers,Supermarkets,Arizona,3038,Grocers - Supermarkets
5619,25,1766,DoorDash,2487,48.18,Restaurants,Delivery Aggregators,Nevada,315,Restaurants - Delivery Aggregators
5620,814,1872,ShopRite,2487,22.52,Grocers,Supermarkets,New Jersey,12477,Grocers - Supermarkets
5621,1350,1733,AutoZone,2487,8.36,Autos,Auto Parts & Services,Texas,20244,Autos - Auto Parts & Services
5622,253,1736,Blink Charging,2487,3.71,Autos,Auto Parts & Services,Illinois,3990,Autos - Auto Parts & Services
5623,1479,1808,LKQ Corporation,2487,22.99,Autos,Auto Parts & Services,Maryland,21875,Autos - Auto Parts & Services
5624,1025,1894,Trader Joe's,2487,6.36,Grocers,Supermarkets,Oregon,15682,Grocers - Supermarkets
5625,347,1859,Rave,2487,8.0,Events & Attractions,Movie Theaters,Ohio,5393,Events & Attractions - Movie Theaters
5626,1035,1881,Sprouts Farmers Market,2487,35.02,Grocers,Supermarkets,California,15815,Grocers - Supermarkets
5627,810,1743,Carmike,2487,5.24,Events & Attractions,Movie Theaters,South Carolina,12446,Events & Attractions - Movie Theaters
5628,1289,1733,AutoZone,2487,4.53,Autos,Auto Parts & Services,Texas,19400,Autos - Auto Parts & Services
5629,207,1844,Pep Boys,2487,82.25,Autos,Auto Parts & Services,Pennsylvania,3162,Autos - Auto Parts & Services
5630,84,1886,Texas Roadhouse,2487,65.92,Restaurants,Casual Dining,Montana,1147,Restaurants - Casual Dining
5631,767,1872,ShopRite,2487,41.06,Grocers,Supermarkets,New Jersey,11991,Grocers - Supermarkets
5632,767,1870,Schwan's,2487,74.15,Grocers,Online Grocers,New Jersey,11971,Grocers - Online Grocers
5633,1109,1839,Panera Bread,2488,9.29,Restaurants,Fast Casual,Texas,16900,Restaurants - Fast Casual
5634,953,1777,Food 4 Less,2488,114.41,Grocers,Discount Grocers,Illinois,14502,Grocers - Discount Grocers
5635,599,1846,Pizza Hut,2488,15.17,Restaurants,QSR,Florida,9437,Restaurants - QSR
5636,748,1721,AAA,2488,36.15,Autos,Auto Parts & Services,Arizona,11590,Autos - Auto Parts & Services
5637,1267,1884,Taco Bell,2488,12.67,Restaurants,QSR,Kentucky,19026,Restaurants - QSR
5638,1501,1857,Raley's,2488,5.45,Grocers,Supermarkets,California,22142,Grocers - Supermarkets
5639,988,1837,Outback Steakhouse,2488,80.39,Restaurants,Casual Dining,Florida,15002,Restaurants - Casual Dining
5640,1109,1890,Tilted Kilt Pub & Eatery,2488,20.62,Restaurants,Casual Dining,Texas,16915,Restaurants - Casual Dining
5641,801,1884,Taco Bell,2488,7.77,Restaurants,QSR,Georgia,12384,Restaurants - QSR
5642,457,1746,Cava Grill,2488,9.93,Restaurants,Fast Casual,Maryland,7075,Restaurants - Fast Casual
5643,1283,1884,Taco Bell,2488,9.48,Restaurants,QSR,Minnesota,19254,Restaurants - QSR
5644,1065,1755,Cook Out,2488,6.11,Restaurants,QSR,Georgia,16313,Restaurants - QSR
5645,81,1879,Sonic Drive-In,2488,10.92,Restaurants,QSR,Texas,1054,Restaurants - QSR
5646,207,1844,Pep Boys,2488,26.71,Autos,Auto Parts & Services,Pennsylvania,3163,Autos - Auto Parts & Services
5647,1586,1831,Mister Car Wash,2488,5.0,Autos,Auto Parts & Services,Illinois,23354,Autos - Auto Parts & Services
5648,596,1884,Taco Bell,2488,7.01,Restaurants,QSR,North Carolina,9397,Restaurants - QSR
5649,390,1884,Taco Bell,2488,6.35,Restaurants,QSR,Pennsylvania,5939,Restaurants - QSR
5650,1288,1884,Taco Bell,2488,19.91,Restaurants,QSR,Colorado,19366,Restaurants - QSR
5651,1417,1727,Applebee's,2488,93.29,Restaurants,Casual Dining,Pennsylvania,21133,Restaurants - Casual Dining
5652,901,1879,Sonic Drive-In,2488,7.58,Restaurants,QSR,Ohio,13755,Restaurants - QSR
5653,1212,1883,TGI Fridays,2488,6.21,Restaurants,Casual Dining,Georgia,18219,Restaurants - Casual Dining
5654,1427,1846,Pizza Hut,2488,7.4,Restaurants,QSR,Texas,21354,Restaurants - QSR
5655,1260,1884,Taco Bell,2488,10.27,Restaurants,QSR,Ohio,18880,Restaurants - QSR
5656,834,1907,Whole Foods Market,2488,19.49,Grocers,Supermarkets,Texas,12834,Grocers - Supermarkets
5657,529,1760,Dairy Queen,2488,2.56,Restaurants,QSR,Illinois,8336,Restaurants - QSR
5658,317,1838,Panda Express,2488,11.08,Restaurants,Fast Casual,Washington,4988,Restaurants - Fast Casual
5659,15,1755,Cook Out,2488,11.29,Restaurants,QSR,North Carolina,168,Restaurants - QSR
5660,1023,1831,Mister Car Wash,2488,29.99,Autos,Auto Parts & Services,Texas,15626,Autos - Auto Parts & Services
5661,1516,1907,Whole Foods Market,2488,58.27,Grocers,Supermarkets,California,22399,Grocers - Supermarkets
5662,555,1721,AAA,2488,54.0,Autos,Auto Parts & Services,Missouri,8616,Autos - Auto Parts & Services
5663,799,1825,Market Street,2488,281.38,Grocers,Supermarkets,Texas,12337,Grocers - Supermarkets
5664,375,1907,Whole Foods Market,2488,20.99,Grocers,Supermarkets,Maryland,5699,Grocers - Supermarkets
5665,1076,1749,Chili's,2488,13.59,Restaurants,Casual Dining,Alabama,16476,Restaurants - Casual Dining
5666,1082,1863,Rosa's Cafe,2488,9.15,Restaurants,Fast Casual,New Mexico,16560,Restaurants - Fast Casual
5667,833,1760,Dairy Queen,2488,7.55,Restaurants,QSR,Maine,12805,Restaurants - QSR
5668,427,1733,AutoZone,2488,34.51,Autos,Auto Parts & Services,Ohio,6571,Autos - Auto Parts & Services
5669,446,1839,Panera Bread,2488,11.51,Restaurants,Fast Casual,North Carolina,6888,Restaurants - Fast Casual
5670,222,1765,Donatos Pizza,2488,14.01,Restaurants,QSR,Washington,3373,Restaurants - QSR
5671,816,1724,Albertsons,2488,78.82,Grocers,Supermarkets,Texas,12518,Grocers - Supermarkets
5672,1289,1733,AutoZone,2488,6.05,Autos,Auto Parts & Services,Texas,19401,Autos - Auto Parts & Services
5673,1012,1906,White Castle,2488,10.0,Restaurants,QSR,Illinois,15500,Restaurants - QSR
5674,396,1831,Mister Car Wash,2488,18.0,Autos,Auto Parts & Services,Texas,6038,Autos - Auto Parts & Services
5675,1252,1733,AutoZone,2488,143.98,Autos,Auto Parts & Services,Washington,18749,Autos - Auto Parts & Services
5676,125,1798,Hooters,2488,41.03,Restaurants,Casual Dining,Florida,1842,Restaurants - Casual Dining
5677,1187,1878,Smoothie King,2488,6.47,Restaurants,QSR,Georgia,17825,Restaurants - QSR
5678,832,1760,Dairy Queen,2488,5.77,Restaurants,QSR,Pennsylvania,12759,Restaurants - QSR
5679,228,1853,Purple Carrot,2488,78.0,Grocers,Meal Kits,Texas,3495,Grocers - Meal Kits
5680,1035,1894,Trader Joe's,2488,39.66,Grocers,Supermarkets,California,15836,Grocers - Supermarkets
5681,561,1721,AAA,2488,90.0,Autos,Auto Parts & Services,Virginia,8755,Autos - Auto Parts & Services
5682,1332,1907,Whole Foods Market,2488,60.61,Grocers,Supermarkets,Texas,19967,Grocers - Supermarkets
5683,1500,1883,TGI Fridays,2488,50.0,Restaurants,Casual Dining,Indiana,22033,Restaurants - Casual Dining
5684,443,1886,Texas Roadhouse,2488,97.21,Restaurants,Casual Dining,South Carolina,6830,Restaurants - Casual Dining
5685,844,1884,Taco Bell,2488,17.25,Restaurants,QSR,Alabama,12967,Restaurants - QSR
5686,225,1766,DoorDash,2488,14.86,Restaurants,Delivery Aggregators,Illinois,3415,Restaurants - Delivery Aggregators
5687,246,1787,Fry's,2488,33.0,Grocers,Supermarkets,Georgia,3800,Grocers - Supermarkets
5688,1058,1908,Woodman's Market,2488,31.61,Grocers,Supermarkets,Florida,16252,Grocers - Supermarkets
5689,828,1728,Atom Tickets,2488,21.98,Events & Attractions,Movie Theaters,Colorado,12717,Events & Attractions - Movie Theaters
5690,1281,1839,Panera Bread,2488,8.69,Restaurants,Fast Casual,Maryland,19218,Restaurants - Fast Casual
5691,1089,1907,Whole Foods Market,2488,51.11,Grocers,Supermarkets,North Carolina,16658,Grocers - Supermarkets
5692,1145,1838,Panda Express,2488,14.0,Restaurants,Fast Casual,Missouri,17370,Restaurants - Fast Casual
5693,1054,1800,Ingles Markets,2488,30.2,Grocers,Supermarkets,Georgia,16179,Grocers - Supermarkets
5694,474,1750,Chuy's,2488,51.0,Restaurants,Casual Dining,Texas,7223,Restaurants - Casual Dining
5695,1466,1879,Sonic Drive-In,2488,11.61,Restaurants,QSR,Oklahoma,21697,Restaurants - QSR
5696,1450,1881,Sprouts Farmers Market,2488,24.64,Grocers,Supermarkets,Washington,21549,Grocers - Supermarkets
5697,1200,1838,Panda Express,2488,15.0,Restaurants,Fast Casual,Ohio,17976,Restaurants - Fast Casual
5698,596,1760,Dairy Queen,2488,9.58,Restaurants,QSR,North Carolina,9362,Restaurants - QSR
5699,900,1760,Dairy Queen,2488,4.8,Restaurants,QSR,Florida,13721,Restaurants - QSR
5700,311,1839,Panera Bread,2488,15.46,Restaurants,Fast Casual,Pennsylvania,4882,Restaurants - Fast Casual
5701,1471,1879,Sonic Drive-In,2488,6.27,Restaurants,QSR,Ohio,21774,Restaurants - QSR
5702,652,1824,Marie Callender's,2488,13.67,Restaurants,Casual Dining,Arizona,10240,Restaurants - Casual Dining
5703,1704,1899,Valvoline Instant Oil Change,2488,56.55,Autos,Auto Parts & Services,Washington,24805,Autos - Auto Parts & Services
5704,455,1800,Ingles Markets,2488,53.94,Grocers,Supermarkets,South Carolina,7036,Grocers - Supermarkets
5705,73,1831,Mister Car Wash,2488,43.67,Autos,Auto Parts & Services,Alabama,935,Autos - Auto Parts & Services
5706,1371,1733,AutoZone,2488,15.39,Autos,Auto Parts & Services,Alabama,20567,Autos - Auto Parts & Services
5707,1100,1839,Panera Bread,2489,16.78,Restaurants,Fast Casual,Tennessee,16778,Restaurants - Fast Casual
5708,796,1762,Denny's,2489,24.04,Restaurants,Casual Dining,Pennsylvania,12321,Restaurants - Casual Dining
5709,799,1897,United Supermarkets,2489,124.25,Grocers,Supermarkets,Texas,12346,Grocers - Supermarkets
5710,211,1879,Sonic Drive-In,2489,7.04,Restaurants,QSR,Arkansas,3256,Restaurants - QSR
5711,1302,1894,Trader Joe's,2489,89.1,Grocers,Supermarkets,Maryland,19573,Grocers - Supermarkets
5712,1294,1881,Sprouts Farmers Market,2489,140.98,Grocers,Supermarkets,Georgia,19530,Grocers - Supermarkets
5713,493,1796,Harley-Davidson,2489,10.68,Autos,Auto Sales,Kentucky,7677,Autos - Auto Sales
5714,275,1884,Taco Bell,2489,17.06,Restaurants,QSR,Florida,4315,Restaurants - QSR
5715,990,1913,Zips Wash Club,2489,21.95,Autos,Auto Parts & Services,Texas,15168,Autos - Auto Parts & Services
5716,637,1906,White Castle,2489,13.65,Restaurants,QSR,Kentucky,10012,Restaurants - QSR
5717,851,1733,AutoZone,2489,27.26,Autos,Auto Parts & Services,Texas,12998,Autos - Auto Parts & Services
5718,253,1801,Jamba Juice,2489,9.67,Restaurants,QSR,Illinois,3994,Restaurants - QSR
5719,970,1766,DoorDash,2489,45.75,Restaurants,Delivery Aggregators,California,14860,Restaurants - Delivery Aggregators
5720,1190,1872,ShopRite,2489,78.59,Grocers,Supermarkets,New Jersey,17860,Grocers - Supermarkets
5721,955,1838,Panda Express,2489,7.69,Restaurants,Fast Casual,Texas,14632,Restaurants - Fast Casual
5722,1155,1733,AutoZone,2489,89.3,Autos,Auto Parts & Services,Ohio,17533,Autos - Auto Parts & Services
5723,824,1777,Food 4 Less,2489,45.3,Grocers,Discount Grocers,California,12664,Grocers - Discount Grocers
5724,1390,1881,Sprouts Farmers Market,2489,84.46,Grocers,Supermarkets,New Mexico,20831,Grocers - Supermarkets
5725,1584,1724,Albertsons,2489,24.76,Grocers,Supermarkets,Washington,23266,Grocers - Supermarkets
5726,826,1760,Dairy Queen,2489,6.34,Restaurants,QSR,Ohio,12690,Restaurants - QSR
5727,1460,1884,Taco Bell,2489,11.33,Restaurants,QSR,Pennsylvania,21602,Restaurants - QSR
5728,967,1796,Harley-Davidson,2489,425.0,Autos,Auto Sales,Florida,14811,Autos - Auto Sales
5729,652,1908,Woodman's Market,2489,67.32,Grocers,Supermarkets,Arizona,10287,Grocers - Supermarkets
5730,347,1839,Panera Bread,2489,12.05,Restaurants,Fast Casual,Ohio,5381,Restaurants - Fast Casual
5731,532,1884,Taco Bell,2489,14.16,Restaurants,QSR,California,8373,Restaurants - QSR
5732,1596,1884,Taco Bell,2489,5.78,Restaurants,QSR,Texas,23518,Restaurants - QSR
5733,1399,1787,Fry's,2489,17.05,Grocers,Supermarkets,Arizona,20929,Grocers - Supermarkets
5734,1705,1733,AutoZone,2489,90.94,Autos,Auto Parts & Services,Georgia,24810,Autos - Auto Parts & Services
5735,332,1836,Olive Garden,2489,23.26,Restaurants,Casual Dining,Virginia,5175,Restaurants - Casual Dining
5736,973,1765,Donatos Pizza,2489,14.84,Restaurants,QSR,Ohio,14875,Restaurants - QSR
5737,1148,1839,Panera Bread,2489,25.73,Restaurants,Fast Casual,North Carolina,17400,Restaurants - Fast Casual
5738,1577,1867,San Diego Zoo,2489,23.65,Events & Attractions,Theme Parks,Mississippi,23175,Events & Attractions - Theme Parks
5739,385,1760,Dairy Queen,2489,7.56,Restaurants,QSR,Texas,5829,Restaurants - QSR
5740,1516,1907,Whole Foods Market,2489,215.01999999999998,Grocers,Supermarkets,California,22400,Grocers - Supermarkets
5741,490,1907,Whole Foods Market,2489,51.18,Grocers,Supermarkets,Virginia,7588,Grocers - Supermarkets
5742,1446,1884,Taco Bell,2489,12.99,Restaurants,QSR,Florida,21484,Restaurants - QSR
5743,1696,1894,Trader Joe's,2489,22.12,Grocers,Supermarkets,Illinois,24647,Grocers - Supermarkets
5744,543,1733,AutoZone,2489,120.0,Autos,Auto Parts & Services,Maryland,8466,Autos - Auto Parts & Services
5745,1213,1760,Dairy Queen,2489,4.19,Restaurants,QSR,Ohio,18226,Restaurants - QSR
5746,25,1766,DoorDash,2489,84.93,Restaurants,Delivery Aggregators,Nevada,316,Restaurants - Delivery Aggregators
5747,953,1777,Food 4 Less,2489,4.55,Grocers,Discount Grocers,Illinois,14503,Grocers - Discount Grocers
5748,1142,1724,Albertsons,2489,39.72,Grocers,Supermarkets,Nevada,17310,Grocers - Supermarkets
5749,983,1840,Papa John's,2489,32.5,Restaurants,QSR,Virginia,14968,Restaurants - QSR
5750,203,1831,Mister Car Wash,2489,9.0,Autos,Auto Parts & Services,Florida,3082,Autos - Auto Parts & Services
5751,675,1884,Taco Bell,2489,8.54,Restaurants,QSR,Pennsylvania,10692,Restaurants - QSR
5752,648,1884,Taco Bell,2489,5.12,Restaurants,QSR,Ohio,10200,Restaurants - QSR
5753,818,1838,Panda Express,2489,22.9,Restaurants,Fast Casual,Maryland,12624,Restaurants - Fast Casual
5754,64,1749,Chili's,2489,40.76,Restaurants,Casual Dining,Texas,768,Restaurants - Casual Dining
5755,1518,1721,AAA,2489,238.0,Autos,Auto Parts & Services,Pennsylvania,22490,Autos - Auto Parts & Services
5756,1401,1783,Fox's Pizza Den,2489,33.46,Restaurants,QSR,Delaware,20955,Restaurants - QSR
5757,634,1733,AutoZone,2489,52.86,Autos,Auto Parts & Services,Georgia,9919,Autos - Auto Parts & Services
5758,73,1838,Panda Express,2489,23.43,Restaurants,Fast Casual,Alabama,965,Restaurants - Fast Casual
5759,310,1749,Chili's,2489,92.68,Restaurants,Casual Dining,West Virginia,4819,Restaurants - Casual Dining
5760,1566,1839,Panera Bread,2489,7.58,Restaurants,Fast Casual,Delaware,23019,Restaurants - Fast Casual
5761,306,1884,Taco Bell,2489,11.59,Restaurants,QSR,Virginia,4726,Restaurants - QSR
5762,1687,1884,Taco Bell,2489,15.09,Restaurants,QSR,Maryland,24480,Restaurants - QSR
5763,130,1884,Taco Bell,2489,5.6,Restaurants,QSR,Texas,1971,Restaurants - QSR
5764,964,1884,Taco Bell,2489,13.33,Restaurants,QSR,Florida,14765,Restaurants - QSR
5765,503,1907,Whole Foods Market,2489,46.46,Grocers,Supermarkets,South Carolina,7859,Grocers - Supermarkets
5766,455,1800,Ingles Markets,2489,130.44,Grocers,Supermarkets,South Carolina,7037,Grocers - Supermarkets
5767,56,1899,Valvoline Instant Oil Change,2489,59.91,Autos,Auto Parts & Services,Pennsylvania,695,Autos - Auto Parts & Services
